Datetime,Electricity_Usage,Switch_State
7434,86.90966598145565,No Change
7435,99.99079070925512,Switch OFF
7436,80.05500023135843,Switch ON
7437,83.47267891144531,No Change
7438,88.87798369301461,Switch OFF
7439,86.73776817048353,No Change
7440,31.072348708961268,No Change
7441,26.565027180547126,No Change
7442,22.395590219249733,Switch ON
7443,34.234011337934916,Switch OFF
7444,31.272488383876407,No Change
7445,13.309480424030152,Switch ON
7446,37.03911026771323,Switch OFF
7447,27.739838236265097,Switch ON
7448,32.66123006323,Switch OFF
7449,23.65383994954221,Switch ON
7450,32.16790390864274,Switch OFF
7451,16.8411582235902,Switch ON
7452,38.80631333179194,Switch OFF
7453,29.875616521762346,Switch ON
7454,35.92237573902079,Switch OFF
7455,32.70907519280216,Switch ON
7456,40.60296317863781,No Change
7457,91.39526811431666,No Change
7458,92.57831210930505,Switch OFF
7459,82.50417112467555,No Change
7460,79.78908604529923,No Change
7461,74.01173423370255,Switch ON
7462,84.61268686280422,Switch OFF
7463,68.71656876277618,No Change
7464,33.754444528822475,No Change
7465,18.5473802202457,Switch ON
7466,39.544387963577975,Switch OFF
7467,23.911796241976802,Switch ON
7468,28.34983904959478,No Change
7469,29.66877183550936,No Change
7470,37.03734537628502,Switch OFF
7471,23.015846986784055,No Change
7472,22.502756139478514,Switch ON
7473,33.12487362725418,No Change
7474,34.99020129731693,Switch OFF
7475,33.430843294830204,Switch ON
7476,34.54817490727168,Switch OFF
7477,24.197434792816175,No Change
7478,21.234901880599107,Switch ON
7479,23.202818675358674,No Change
7480,33.721141307878874,No Change
7481,81.53028515147186,No Change
7482,89.94212131875035,No Change
7483,90.80777751933397,Switch OFF
7484,90.40001726858988,No Change
7485,84.19690603754195,No Change
7486,81.43346649146021,Switch ON
7487,90.65866398052677,Switch OFF
7488,27.43842848031038,Switch ON
7489,38.87019163128961,Switch OFF
7490,33.813521468752924,No Change
7491,32.942118404393284,Switch ON
7492,43.543697622911424,Switch OFF
7493,32.72938993709278,Switch ON
7494,38.89268229911687,Switch OFF
7495,31.64082098615512,Switch ON
7496,38.43369387996995,Switch OFF
7497,36.26406133764022,No Change
7498,32.56261980599559,No Change
7499,26.35570557606073,Switch ON
7500,30.027592257990182,No Change
7501,33.79141419462022,Switch OFF
7502,31.996233784589855,No Change
7503,26.63222868530202,Switch ON
7504,35.49048030329341,No Change
7505,80.98183669392552,No Change
7506,87.69060811935499,No Change
7507,90.57355258093381,Switch OFF
7508,88.51580555121436,No Change
7509,82.85532586870515,Switch ON
7510,87.8960344451911,Switch OFF
7511,81.98739944782426,No Change
7512,28.02726873622513,Switch ON
7513,29.531899190963426,Switch OFF
7514,22.409846464693292,Switch ON
7515,25.09904908274169,No Change
7516,36.18041490519793,Switch OFF
7517,28.948434554121533,No Change
7518,25.67915748071885,No Change
7519,24.132135751526956,Switch ON
7520,33.55825370204518,Switch OFF
7521,23.933152179370694,No Change
7522,18.3273638095567,No Change
7523,17.438286141485925,Switch ON
7524,31.2175953742331,No Change
7525,47.01448190165312,Switch OFF
7526,34.90375512490899,Switch ON
7527,37.30363419609188,Switch OFF
7528,32.28428499857996,Switch ON
7529,85.08865456618638,No Change
7530,90.28612418750431,No Change
7531,96.70546906639508,Switch OFF
7532,83.11543505940158,No Change
7533,79.67399833318989,Switch ON
7534,90.52577152817084,Switch OFF
7535,82.07638480153663,No Change
7536,26.28816689976269,Switch ON
7537,37.617060951748435,Switch OFF
7538,27.89123575047803,Switch ON
7539,36.88667838063295,Switch OFF
7540,35.091244868812915,No Change
7541,28.645779556590426,Switch ON
7542,30.528900586089517,No Change
7543,41.03500205779975,Switch OFF
7544,26.7268112621015,Switch ON
7545,33.57601957661646,Switch OFF
7546,28.45366356958871,Switch ON
7547,28.915222069522393,Switch OFF
7548,16.398595538454295,Switch ON
7549,23.35563683162177,No Change
7550,26.542933907596225,Switch OFF
7551,22.53231794510022,Switch ON
7552,29.560040325503547,No Change
7553,103.28426638076769,Switch OFF
7554,81.34324250073965,Switch ON
7555,83.38608115891168,No Change
7556,90.12494958673558,Switch OFF
7557,85.6797730530464,No Change
7558,81.39818708637426,Switch ON
7559,90.0821168781167,Switch OFF
7560,29.470588150947542,Switch ON
7561,33.09731562222755,No Change
7562,37.97402515378179,Switch OFF
7563,32.24374492290317,Switch ON
7564,32.463389054671204,Switch OFF
7565,30.746697530642948,Switch ON
7566,31.020576641837387,No Change
7567,39.743364462079555,Switch OFF
7568,24.049109453289837,Switch ON
7569,39.74251903522158,Switch OFF
7570,29.18733739260056,No Change
7571,27.584695843463773,Switch ON
7572,34.944307962065935,No Change
7573,35.753799441419034,No Change
7574,38.85584264346102,Switch OFF
7575,27.765252185059616,Switch ON
7576,34.37006218802936,No Change
7577,76.273590596126,No Change
7578,77.8009355234899,No Change
7579,84.24660764036928,Switch OFF
7580,78.76533036875311,No Change
7581,73.15332033272006,Switch ON
7582,85.08410566149288,Switch OFF
7583,82.2503848910044,No Change
7584,26.222346962502147,Switch ON
7585,29.95850754321119,No Change
7586,32.3270918291564,Switch OFF
7587,25.907151408597077,Switch ON
7588,28.648139569302554,No Change
7589,29.988323876982655,No Change
7590,32.95116782678159,Switch OFF
7591,27.131690232552817,Switch ON
7592,28.068686918541925,Switch OFF
7593,27.103846440791546,Switch ON
7594,34.601992575328936,No Change
7595,39.59621612056502,Switch OFF
7596,31.11777017861964,No Change
7597,29.118177543877582,No Change
7598,16.589510160270763,Switch ON
7599,30.107182329775412,Switch OFF
7600,27.269796074260608,Switch ON
7601,84.95168985185838,Switch OFF
7602,79.2623358974242,Switch ON
7603,86.4585251960279,Switch OFF
7604,84.33978899790111,No Change
7605,81.3551659257982,Switch ON
7606,89.00701823250557,Switch OFF
7607,77.57780772523328,No Change
7608,34.34413248699385,No Change
7609,22.511019926350016,Switch ON
7610,27.048142367927444,No Change
7611,29.471610194473683,Switch OFF
7612,21.018080024878717,Switch ON
7613,28.2779112709419,Switch OFF
7614,24.12478570197036,Switch ON
7615,30.94815987556593,Switch OFF
7616,28.275830620072878,No Change
7617,26.569357232565032,Switch ON
7618,28.703141616350496,No Change
7619,34.57037311979895,Switch OFF
7620,28.1528294047111,No Change
7621,27.620745661545275,No Change
7622,19.976310496914284,Switch ON
7623,41.94534635808765,Switch OFF
7624,25.887465574897927,Switch ON
7625,83.37719700972073,Switch OFF
7626,76.25597120792463,Switch ON
7627,92.71305034085955,Switch OFF
7628,88.47720397091895,Switch ON
7629,88.73662899824437,No Change
7630,89.58666444720741,Switch OFF
7631,83.84111453493166,No Change
7632,28.266352812521507,Switch ON
7633,30.16725685057276,Switch OFF
7634,25.237657005456015,Switch ON
7635,29.741205077821377,No Change
7636,35.30712062647185,Switch OFF
7637,28.78351161220026,Switch ON
7638,31.326634066660475,Switch OFF
7639,25.128649073252483,Switch ON
7640,27.54507025569074,No Change
7641,32.10012050397609,Switch OFF
7642,21.085085393037513,Switch ON
7643,29.55401941258372,Switch OFF
7644,21.363377280885416,Switch ON
7645,30.52947453541817,Switch OFF
7646,26.89443346665855,No Change
7647,24.866264862788874,Switch ON
7648,30.224032938855533,No Change
7649,78.74033476023905,No Change
7650,85.55308644005363,No Change
7651,88.89212255517475,Switch OFF
7652,85.80201146265233,No Change
7653,85.52634280034496,No Change
7654,79.37216565135763,Switch ON
7655,86.20454558647963,Switch OFF
7656,36.840210920976574,No Change
7657,20.85144878684831,Switch ON
7658,24.612924017687632,No Change
7659,35.88748973865803,Switch OFF
7660,35.31454823749519,No Change
7661,34.11289564776729,No Change
7662,25.543400379808038,No Change
7663,22.887034805248923,Switch ON
7664,25.829350974727742,Switch OFF
7665,19.342789583434335,Switch ON
7666,35.09924926682986,Switch OFF
7667,29.957135924141355,Switch ON
7668,38.36578186210595,No Change
7669,52.205905645046805,Switch OFF
7670,50.31519412218181,Switch ON
7671,51.1865141009323,Switch OFF
7672,50.03332501783245,Switch ON
7673,89.00787711588774,Switch OFF
7674,86.97219519302948,No Change
7675,83.55817675015159,Switch ON
7676,90.64402803203987,Switch OFF
7677,84.80039584374354,Switch ON
7678,89.84266197444501,Switch OFF
7679,87.7990862024014,No Change
7680,33.49885418938725,No Change
7681,29.732911723448773,Switch ON
7682,30.653090018725504,No Change
7683,34.64929553784843,No Change
7684,35.67454011570629,Switch OFF
7685,26.559836196782946,Switch ON
7686,30.607523898208097,No Change
7687,38.995385780310784,Switch OFF
7688,29.55492298235506,Switch ON
7689,34.493166971905936,Switch OFF
7690,29.976587206530358,Switch ON
7691,30.76288081535287,Switch OFF
7692,26.510627041959598,No Change
7693,21.736619808334574,Switch ON
7694,28.16370299273811,Switch OFF
7695,27.363942484555807,Switch ON
7696,28.479230136474833,No Change
7697,77.1953225371886,No Change
7698,91.66932033944767,Switch OFF
7699,83.99282614931029,Switch ON
7700,86.31678967765613,Switch OFF
7701,81.80648030851864,Switch ON
7702,86.45299654319221,Switch OFF
7703,83.99470285543516,No Change
7704,29.883482111214402,Switch ON
7705,30.68249341979586,No Change
7706,31.454427711908174,Switch OFF
7707,28.789903882939253,Switch ON
7708,34.806247072993344,Switch OFF
7709,31.146873007874277,Switch ON
7710,34.12326434926252,Switch OFF
7711,22.498871360834265,Switch ON
7712,30.93989684364552,Switch OFF
7713,23.52848277855041,Switch ON
7714,25.5733202546074,No Change
7715,25.596258032553358,Switch OFF
7716,21.855313874699302,Switch ON
7717,52.563639089868275,No Change
7718,55.28330026203596,No Change
7719,59.40963531142461,Switch OFF
7720,55.422082637861855,Switch ON
7721,76.32651589145816,No Change
7722,80.71898063283678,No Change
7723,98.3277699466171,Switch OFF
7724,91.01344858021803,Switch ON
7725,95.84329907436846,Switch OFF
7726,82.87532384687619,Switch ON
7727,85.4911567969052,Switch OFF
7728,21.154711213299194,Switch ON
7729,23.71726100246874,No Change
7730,27.50038424563947,No Change
7731,29.20654081057866,Switch OFF
7732,26.281159597139762,Switch ON
7733,39.17211109224941,Switch OFF
7734,28.95148492097914,No Change
7735,26.900351922281796,Switch ON
7736,30.775604303947862,Switch OFF
7737,23.589606252675118,Switch ON
7738,37.32850851534714,Switch OFF
7739,26.393900789311726,Switch ON
7740,32.73576054576298,No Change
7741,34.934561726122176,Switch OFF
7742,29.08161379205367,No Change
7743,23.76119776678076,Switch ON
7744,30.842868832458084,No Change
7745,89.15775903621429,No Change
7746,91.81791383739424,Switch OFF
7747,90.51696348712815,No Change
7748,79.84559504658148,Switch ON
7749,86.81607928550426,No Change
7750,90.61234014568015,Switch OFF
7751,84.66280218945087,No Change
7752,19.30161691350743,Switch ON
7753,24.98442105557206,No Change
7754,27.42735339824857,Switch OFF
7755,26.44844141556273,Switch ON
7756,37.16946547017615,Switch OFF
7757,33.079458452210574,Switch ON
7758,35.10733526251256,No Change
7759,35.45043332539926,No Change
7760,54.81993523125643,Switch OFF
7761,52.61160486109932,No Change
7762,44.5615128655417,No Change
7763,42.13373997640255,No Change
7764,22.846350935640366,Switch ON
7765,27.95198678233766,No Change
7766,34.51425636578715,No Change
7767,34.773241267837165,Switch OFF
7768,23.280319426986534,Switch ON
7769,82.25528834869738,Switch OFF
7770,74.58975027036635,Switch ON
7771,87.91834122579407,Switch OFF
7772,78.95592938811525,Switch ON
7773,94.36267663393265,Switch OFF
7774,85.99825318918272,Switch ON
7775,86.0779525055259,Switch OFF
7776,35.87502091176744,Switch ON
7777,40.37614803028743,Switch OFF
7778,34.636925896883334,Switch ON
7779,40.63617498440132,Switch OFF
7780,25.382803213051098,Switch ON
7781,33.506945191305455,Switch OFF
7782,32.12430203026236,No Change
7783,29.32242435916768,Switch ON
7784,33.70954954374047,Switch OFF
7785,28.92855992090385,No Change
7786,23.63425905341235,Switch ON
7787,29.52739927321789,Switch OFF
7788,19.812425370254935,Switch ON
7789,24.46279739469066,Switch OFF
7790,20.44429528431386,Switch ON
7791,26.280676550246643,Switch OFF
7792,25.972861071849632,Switch ON
7793,71.086266490828,No Change
7794,92.59768684999887,Switch OFF
7795,78.94797034355956,No Change
7796,70.22816040257672,Switch ON
7797,95.01176229759587,Switch OFF
7798,82.39867926064264,Switch ON
7799,92.15446190156563,Switch OFF
7800,32.29578051160196,No Change
7801,28.966344371524524,No Change
7802,25.949813612805364,Switch ON
7803,27.522661787549026,Switch OFF
7804,27.16277023991293,No Change
7805,21.16074364401444,Switch ON
7806,27.660808214013194,No Change
7807,32.24609358472728,No Change
7808,65.99907211613416,Switch OFF
7809,61.424608621603284,No Change
7810,60.657143055330636,No Change
7811,52.53413932881263,Switch ON
7812,64.50553149580256,Switch OFF
7813,55.3818925370263,Switch ON
7814,55.648348688639075,No Change
7815,60.70010001616037,No Change
7816,61.996001539794044,No Change
7817,80.44210748555125,No Change
7818,86.01524681531033,Switch OFF
7819,82.45426541978732,Switch ON
7820,85.59129507314492,No Change
7821,87.41963852812358,Switch OFF
7822,79.52462838061331,Switch ON
7823,84.65698946401176,Switch OFF
7824,27.582077890791705,Switch ON
7825,41.55925529240295,Switch OFF
7826,24.178847169706078,Switch ON
7827,35.87283141851205,No Change
7828,37.40641580744478,Switch OFF
7829,29.004819770168197,No Change
7830,27.980625750795802,No Change
7831,24.53204258887441,No Change
7832,21.454040985068016,Switch ON
7833,34.609716959315534,Switch OFF
7834,19.0939416458165,Switch ON
7835,39.27378163574426,Switch OFF
7836,26.279790209188935,Switch ON
7837,52.75483972446419,Switch OFF
7838,39.73501872055007,Switch ON
7839,41.37560213098576,Switch OFF
7840,35.357302471522374,Switch ON
7841,77.69941020226804,No Change
7842,90.75720211819677,Switch OFF
7843,79.5083598492555,Switch ON
7844,89.33234241974037,Switch OFF
7845,82.65708721424461,No Change
7846,81.76771368316304,Switch ON
7847,90.38697276351695,Switch OFF
7848,31.013673676471363,No Change
7849,29.14134516569842,No Change
7850,27.270901088604646,Switch ON
7851,35.84713826065906,Switch OFF
7852,25.840348993574104,Switch ON
7853,32.53149168002711,Switch OFF
7854,23.214592595436624,Switch ON
7855,33.807724831406844,No Change
7856,36.04148347429611,Switch OFF
7857,32.26979653280131,No Change
7858,26.42547647535509,Switch ON
7859,33.948621936525846,Switch OFF
7860,29.839694000206958,Switch ON
7861,31.685844740189758,Switch OFF
7862,30.741696751081488,Switch ON
7863,31.461482695464397,Switch OFF
7864,29.256142188367164,Switch ON
7865,83.09234406059822,No Change
7866,92.75673414874285,Switch OFF
7867,84.93181089973068,Switch ON
7868,87.9604635507037,Switch OFF
7869,84.69663361048302,No Change
7870,83.01867829998969,Switch ON
7871,95.56254253985948,Switch OFF
7872,38.10611510987401,No Change
7873,27.131794695000988,Switch ON
7874,27.586124043763196,No Change
7875,33.6549310442149,Switch OFF
7876,27.34625302950326,Switch ON
7877,27.38853534535195,No Change
7878,28.498497477689348,No Change
7879,32.78056351773192,Switch OFF
7880,31.522722415232234,No Change
7881,30.938185772354057,Switch ON
7882,32.20630659494033,Switch OFF
7883,29.234399977220086,Switch ON
7884,37.892772980202466,Switch OFF
7885,36.73672068272722,No Change
7886,26.38076572870609,Switch ON
7887,26.484567430570973,No Change
7888,32.54866073488135,No Change
7889,83.30894318653884,No Change
7890,84.72052888821796,No Change
7891,93.33445228249435,Switch OFF
7892,85.66727449916982,No Change
7893,76.93376356863605,Switch ON
7894,85.54654366336469,Switch OFF
7895,82.13400957023596,No Change
7896,32.71693084199835,Switch ON
7897,36.08103887116263,No Change
7898,39.89168514263822,Switch OFF
7899,27.88217174969388,Switch ON
7900,34.805905613538286,No Change
7901,36.38310650568229,Switch OFF
7902,29.188260251436926,No Change
7903,26.429862816041208,Switch ON
7904,27.14513592387602,Switch OFF
7905,20.46294553670146,Switch ON
7906,41.50386753999809,Switch OFF
7907,27.738540745675714,Switch ON
7908,35.28194511571774,Switch OFF
7909,25.175697316436867,No Change
7910,24.7833903518368,No Change
7911,23.93043549540526,Switch ON
7912,33.887581441829006,No Change
7913,88.5229788515372,Switch OFF
7914,86.58179662554959,Switch ON
7915,90.48270206166552,No Change
7916,92.19659331404202,Switch OFF
7917,88.0585444001585,No Change
7918,80.71258206094986,Switch ON
7919,89.62175242705695,Switch OFF
7920,32.212456409891274,Switch ON
7921,46.95007164357193,Switch OFF
7922,34.26586197393777,No Change
7923,23.751303071747838,Switch ON
7924,34.705797349764275,No Change
7925,35.995887113458544,Switch OFF
7926,29.441289125884648,Switch ON
7927,35.807081834755564,Switch OFF
7928,26.20196699245416,Switch ON
7929,29.68821362293968,No Change
7930,30.931741698056275,No Change
7931,33.47707995600366,Switch OFF
7932,28.371994331560927,Switch ON
7933,30.901040018316827,No Change
7934,34.2464116383275,Switch OFF
7935,31.960205204133814,No Change
7936,23.072207312746173,Switch ON
7937,77.12941130004384,No Change
7938,85.5917074486665,Switch OFF
7939,79.93232818825044,Switch ON
7940,91.0962140569199,Switch OFF
7941,80.15680272094676,Switch ON
7942,89.60072143977399,No Change
7943,91.47394819753691,Switch OFF
7944,38.727495756282096,No Change
7945,16.88911822218144,Switch ON
7946,19.893028011218494,No Change
7947,30.60626196060604,No Change
7948,35.522073875617906,Switch OFF
7949,32.29575109352986,No Change
7950,26.93686653762565,Switch ON
7951,32.56572498346579,Switch OFF
7952,25.211382492778508,Switch ON
7953,32.7034104537123,Switch OFF
7954,23.63660626530096,Switch ON
7955,32.74403005456701,Switch OFF
7956,24.12965253260582,Switch ON
7957,29.14634433699901,Switch OFF
7958,22.459645087290184,Switch ON
7959,30.234428577613674,Switch OFF
7960,28.281966755546748,Switch ON
7961,79.41128711974324,No Change
7962,79.87134133420555,No Change
7963,81.56110879422646,Switch OFF
7964,78.61580588438828,Switch ON
7965,87.29112353586139,No Change
7966,87.89946615375831,No Change
7967,96.92050691312053,Switch OFF
7968,29.277691280774352,Switch ON
7969,36.03980461455582,Switch OFF
7970,33.91064700801321,Switch ON
7971,42.92381841850655,Switch OFF
7972,28.858633617583845,Switch ON
7973,32.96606246829424,Switch OFF
7974,19.912905980133893,No Change
7975,18.68681574503846,Switch ON
7976,32.79946536826884,No Change
7977,35.11505059968352,Switch OFF
7978,30.875757446601334,No Change
7979,22.639144362224236,Switch ON
7980,25.505001888010028,No Change
7981,25.578207508916247,No Change
7982,27.253746853906005,No Change
7983,37.85957100996669,Switch OFF
7984,32.39075487935211,Switch ON
7985,86.31497040929891,Switch OFF
7986,81.82490745103053,Switch ON
7987,87.25394191259456,Switch OFF
7988,79.75755336762437,Switch ON
7989,84.02296904891608,No Change
7990,84.97439877017932,Switch OFF
7991,83.64635306636478,No Change
7992,29.577113221086684,No Change
7993,28.32332986445118,No Change
7994,19.869871083500115,Switch ON
7995,38.183328841898515,No Change
7996,40.062653486236165,Switch OFF
7997,28.68503259038644,Switch ON
7998,35.603809598453296,Switch OFF
7999,28.44139427786026,No Change
8000,26.441104833349062,Switch ON
8001,32.177895601228265,No Change
8002,38.30786452307417,Switch OFF
8003,27.620150529940645,Switch ON
8004,33.5112705410381,Switch OFF
8005,29.969170110224947,No Change
8006,22.644619243265325,Switch ON
8007,25.291709091160023,No Change
8008,31.45084702201948,No Change
8009,86.11371178290219,Switch OFF
8010,78.93762221769622,Switch ON
8011,83.61858623913629,Switch OFF
8012,78.85636900335344,Switch ON
8013,88.7376086838451,Switch OFF
8014,77.60781075762763,Switch ON
8015,80.49972844763296,Switch OFF
8016,24.160884689698673,Switch ON
8017,34.2161438199622,Switch OFF
8018,26.281406309695925,Switch ON
8019,29.659681199407284,No Change
8020,30.9087054877845,No Change
8021,31.78992623518419,No Change
8022,37.429087001225085,Switch OFF
8023,20.06824046247849,Switch ON
8024,30.603345875816114,Switch OFF
8025,25.23083154009617,Switch ON
8026,28.93159721971716,Switch OFF
8027,26.369217239470405,Switch ON
8028,38.974148668994125,No Change
8029,59.96052386609175,Switch OFF
8030,58.82264394611433,Switch ON
8031,59.76816561766066,No Change
8032,62.09775923421369,No Change
8033,81.53388180453058,No Change
8034,86.41803478414435,Switch OFF
8035,84.73666553783916,Switch ON
8036,89.88866768623691,Switch OFF
8037,86.7424217322996,Switch ON
8038,93.37951266174301,Switch OFF
8039,86.14110138346025,No Change
8040,35.78877834545818,No Change
8041,26.654681555025,Switch ON
8042,30.14828882866305,Switch OFF
8043,17.207304031748695,Switch ON
8044,27.53672354903175,No Change
8045,32.55378715953661,Switch OFF
8046,14.052794858562121,Switch ON
8047,37.89010796156951,Switch OFF
8048,26.850413683553302,Switch ON
8049,30.361891540956396,No Change
8050,41.02623565687134,Switch OFF
8051,33.80544819927679,Switch ON
8052,43.30885234308077,No Change
8053,51.25712267948239,No Change
8054,52.447490297333545,Switch OFF
8055,51.690747441578004,Switch ON
8056,51.76963549690784,No Change
8057,80.95507885570902,No Change
8058,84.96359957776882,Switch OFF
8059,76.01796016524824,Switch ON
8060,92.3140415032529,Switch OFF
8061,86.73277607052383,Switch ON
8062,87.2535855557013,Switch OFF
8063,86.17561314132472,No Change
