Datetime,Water_Usage,Switch_State
7555,119.5011172554581,Switch ON
7556,121.0457028781683,No Change
7557,128.09605902749098,No Change
7558,132.603024296655,Switch OFF
7559,130.13413909474514,No Change
7560,52.32110008805053,No Change
7561,47.62809090575685,No Change
7562,42.10701541066021,Switch ON
7563,46.22531474130331,Switch OFF
7564,39.04002922761188,Switch ON
7565,45.710944097686244,No Change
7566,97.51753936852553,No Change
7567,99.75600742995928,Switch OFF
7568,34.268858575781685,Switch ON
7569,50.70793785426987,Switch OFF
7570,44.6376586276851,No Change
7571,29.685466498574336,Switch ON
7572,48.77103411331987,No Change
7573,52.07102223122096,No Change
7574,55.380161761371326,No Change
7575,56.09448567349134,Switch OFF
7576,49.73176013769758,Switch ON
7577,122.61052168093713,No Change
7578,130.26387313197773,Switch OFF
7579,120.08515604451001,Switch ON
7580,124.18280475067122,No Change
7581,129.52793199224033,No Change
7582,131.2509673278092,Switch OFF
7583,124.20228407509038,No Change
7584,35.764205143629056,Switch ON
7585,42.87647071718672,No Change
7586,44.84508142860952,No Change
7587,47.365959385497604,Switch OFF
7588,42.94846915454495,Switch ON
7589,53.1324980851586,No Change
7590,100.92066291782885,Switch OFF
7591,89.1126454729484,No Change
7592,52.38460240105345,No Change
7593,43.00399837273171,Switch ON
7594,54.8371152752416,Switch OFF
7595,44.962962035786326,Switch ON
7596,55.47117048435083,Switch OFF
7597,47.866992009141164,No Change
7598,46.71924517370989,Switch ON
7599,47.23474883124459,Switch OFF
7600,43.00622706381358,Switch ON
7601,124.30326863214182,No Change
7602,132.90153260713922,Switch OFF
7603,118.71822047792499,Switch ON
7604,133.48372405810733,Switch OFF
7605,118.88979851666217,Switch ON
7606,134.98702524155803,Switch OFF
7607,125.70735407341269,No Change
7608,50.09782771935398,No Change
7609,38.830880649474565,Switch ON
7610,46.161504576766575,No Change
7611,52.2832412352883,Switch OFF
7612,48.81819250739053,No Change
7613,39.48822683358786,Switch ON
7614,95.86299028589,No Change
7615,100.59180273807576,Switch OFF
7616,39.168720427507694,Switch ON
7617,44.55406551335956,No Change
7618,44.85624846265946,No Change
7619,49.72149629083934,No Change
7620,49.96307657837437,Switch OFF
7621,45.0737916264937,No Change
7622,37.75465494359926,Switch ON
7623,40.14847010054289,No Change
7624,47.503205949635706,No Change
7625,123.95524487179556,Switch OFF
7626,118.58520750292992,Switch ON
7627,128.23732685575402,No Change
7628,142.26130742042614,Switch OFF
7629,126.19463220230662,Switch ON
7630,132.8017876284552,Switch OFF
7631,114.40500234632484,No Change
7632,43.006031407620576,Switch ON
7633,48.25087528320187,Switch OFF
7634,34.48325203753308,Switch ON
7635,34.63292094752877,No Change
7636,43.663524455122925,No Change
7637,51.69054616814229,No Change
7638,100.31450827529082,No Change
7639,107.21676820018345,Switch OFF
7640,45.935728968134626,Switch ON
7641,51.57097757252126,No Change
7642,53.474584992013675,Switch OFF
7643,50.455389903751794,Switch ON
7644,55.40053884973553,Switch OFF
7645,41.22247966768065,Switch ON
7646,52.054137908289846,Switch OFF
7647,41.513234717148954,Switch ON
7648,54.21896139503133,No Change
7649,126.75783791517271,No Change
7650,134.4011937511567,No Change
7651,141.69579767955184,Switch OFF
7652,124.39497535737272,No Change
7653,123.03429212621025,Switch ON
7654,124.30859004606235,Switch OFF
7655,120.94470515110714,No Change
7656,48.559064003062275,Switch ON
7657,57.92546796347821,Switch OFF
7658,32.66474647690544,Switch ON
7659,45.96810629227369,Switch OFF
7660,43.817724165207565,No Change
7661,42.22443740048493,Switch ON
7662,95.07188968059758,No Change
7663,102.17252749551108,Switch OFF
7664,50.91012218658288,No Change
7665,43.25900079266404,No Change
7666,41.326940744412525,No Change
7667,39.944349616865,Switch ON
7668,56.579764788276684,Switch OFF
7669,50.53884195699229,No Change
7670,43.232359075384984,Switch ON
7671,46.3780360416269,No Change
7672,56.566325399833815,No Change
7673,133.40202734973343,Switch OFF
7674,129.23744554558104,No Change
7675,126.89222110780032,No Change
7676,112.63067477612856,Switch ON
7677,115.9168319485494,No Change
7678,116.93257304957213,No Change
7679,127.15839200946223,Switch OFF
7680,40.95428418097097,No Change
7681,39.39805973373423,Switch ON
7682,42.531115199074776,Switch OFF
7683,37.33440089430504,Switch ON
7684,49.7869373575121,Switch OFF
7685,45.33067335649089,Switch ON
7686,101.6762535935883,Switch OFF
7687,94.14561774506691,No Change
7688,39.732880353793874,Switch ON
7689,47.594254550982924,Switch OFF
7690,41.27236370196038,No Change
7691,35.59515480203588,Switch ON
7692,49.60308220677922,Switch OFF
7693,38.077249899651896,Switch ON
7694,56.17941481271828,Switch OFF
7695,48.81095036396965,No Change
7696,42.30631937310566,Switch ON
7697,122.82210371486818,Switch OFF
7698,122.51058356418855,No Change
7699,120.22512788266698,Switch ON
7700,133.41151608771736,Switch OFF
7701,126.58429076343049,No Change
7702,120.87890730552093,Switch ON
7703,126.70065620613767,Switch OFF
7704,44.39466513675133,No Change
7705,37.102057246671706,Switch ON
7706,42.569510553033155,Switch OFF
7707,39.16610996439752,Switch ON
7708,40.0320795584358,No Change
7709,48.160567574616906,No Change
7710,93.36764870119268,Switch OFF
7711,93.19874806169456,No Change
7712,44.36276693216349,Switch ON
7713,53.21606055673314,Switch OFF
7714,48.658560434940895,Switch ON
7715,59.26941265314127,Switch OFF
7716,45.02038986324695,Switch ON
7717,47.98610343218816,No Change
7718,49.973683451883474,Switch OFF
7719,49.40528627263339,Switch ON
7720,54.12280051596555,No Change
7721,123.67850825424932,Switch OFF
7722,118.29530959467643,Switch ON
7723,135.01888894484898,Switch OFF
7724,119.42990281134104,Switch ON
7725,127.42855381305728,Switch OFF
7726,114.96175164202148,Switch ON
7727,119.12941115268603,Switch OFF
7728,59.025243425878685,No Change
7729,52.240394973425936,No Change
7730,41.53188082825392,Switch ON
7731,43.05230314973293,Switch OFF
7732,33.17909249579775,Switch ON
7733,37.79744427288166,No Change
7734,107.29422417295697,Switch OFF
7735,100.50589341414857,No Change
7736,55.45020666057676,No Change
7737,52.010706630892045,No Change
7738,45.22346822377264,No Change
7739,45.1407702557444,Switch ON
7740,54.75262586533968,Switch OFF
7741,44.68804691941796,Switch ON
7742,51.43233039701903,Switch OFF
7743,46.47104587038369,Switch ON
7744,51.24304751704547,No Change
7745,124.32903959931059,No Change
7746,126.33325418862083,No Change
7747,126.67545485762489,Switch OFF
7748,120.7359233275862,Switch ON
7749,131.82565604728526,Switch OFF
7750,128.8508974036325,No Change
7751,128.3874609645972,No Change
7752,40.64851302227912,Switch ON
7753,52.124904775964325,Switch OFF
7754,49.03117186435115,No Change
7755,47.76722959439221,Switch ON
7756,52.53897952010515,Switch OFF
7757,40.42126778791773,Switch ON
7758,103.88587359402032,Switch OFF
7759,103.50624692822196,No Change
7760,52.6129566520074,No Change
7761,42.54686242590283,Switch ON
7762,42.74190392050025,No Change
7763,49.9795178263918,Switch OFF
7764,48.36041406183928,Switch ON
7765,52.681884764490675,Switch OFF
7766,44.30493009450087,Switch ON
7767,53.97743957982925,Switch OFF
7768,47.11709550725912,Switch ON
7769,119.42436661754402,No Change
7770,121.2151873447572,Switch OFF
7771,113.23597603588706,Switch ON
7772,124.50222346358274,Switch OFF
7773,121.66877972773041,Switch ON
7774,128.12419930303267,Switch OFF
7775,126.0256783612434,No Change
7776,40.13178971624223,Switch ON
7777,46.24221414165171,No Change
7778,49.47834691228325,Switch OFF
7779,46.87101645489092,No Change
7780,44.22443977656481,No Change
7781,41.85498354837499,Switch ON
7782,103.86557167210891,No Change
7783,109.83967645740421,Switch OFF
7784,65.46069952877667,Switch ON
7785,78.31376430357622,Switch OFF
7786,74.85755143892942,Switch ON
7787,74.90888349223383,No Change
7788,75.71822807799992,No Change
7789,76.78825579645445,Switch OFF
7790,73.23963458917805,No Change
7791,71.47814287271554,Switch ON
7792,79.78729506692477,No Change
7793,131.91647987920743,Switch OFF
7794,118.5361720424517,Switch ON
7795,128.34834140350216,No Change
7796,134.01123628980508,Switch OFF
7797,132.3382371752371,No Change
7798,127.65815697836385,No Change
7799,111.10392688601337,No Change
7800,45.99368373389798,No Change
7801,37.29533526432397,Switch ON
7802,41.96030428266509,No Change
7803,49.363070804469,Switch OFF
7804,38.953548926722746,Switch ON
7805,49.66055753558499,No Change
7806,108.47008779697057,No Change
7807,110.98474020193686,Switch OFF
7808,48.0459263539306,No Change
7809,38.764583359133006,Switch ON
7810,50.86461737820803,Switch OFF
7811,42.61965419205618,No Change
7812,40.51933297574343,Switch ON
7813,46.465789832480255,No Change
7814,54.334352411286886,Switch OFF
7815,45.27180022029282,No Change
7816,43.61591135541914,Switch ON
7817,121.33736286204142,Switch OFF
7818,112.47049676281554,Switch ON
7819,125.23646369406757,Switch OFF
7820,116.27672456175009,Switch ON
7821,120.36602204192458,No Change
7822,121.32810160517266,No Change
7823,122.41770629500533,Switch OFF
7824,48.97755086723515,Switch ON
7825,49.598241630053096,Switch OFF
7826,42.31368435267145,No Change
7827,40.32535583274474,No Change
7828,39.91074500769068,Switch ON
7829,42.83292929987135,No Change
7830,99.12470629260717,No Change
7831,99.61917212674132,Switch OFF
7832,62.67257729968288,Switch ON
7833,71.75571941209371,Switch OFF
7834,63.034116936440896,Switch ON
7835,67.40254451923374,Switch OFF
7836,56.629559244370455,Switch ON
7837,67.8038192734239,No Change
7838,74.73115659252127,Switch OFF
7839,68.81297122252434,No Change
7840,59.765845225291756,Switch ON
7841,120.43240980300106,No Change
7842,126.05835676079647,Switch OFF
7843,115.99957159431227,Switch ON
7844,120.84270085547875,Switch OFF
7845,119.85340052950917,Switch ON
7846,125.97589965045037,No Change
7847,129.123034040311,Switch OFF
7848,41.945078992663255,Switch ON
7849,47.17428062748777,Switch OFF
7850,38.717502918417615,Switch ON
7851,45.56182730123007,No Change
7852,49.68537121818696,Switch OFF
7853,35.57967783518451,Switch ON
7854,111.87442065021318,Switch OFF
7855,96.98685724594579,No Change
7856,34.12028049952551,Switch ON
7857,39.467840336704526,No Change
7858,44.16967905161316,No Change
7859,52.52806780865949,Switch OFF
7860,45.443484898971874,Switch ON
7861,47.285202188280195,Switch OFF
7862,44.27973987478789,No Change
7863,38.35613289515328,Switch ON
7864,44.70159866796593,No Change
7865,122.02116608823084,No Change
7866,123.85080552734411,No Change
7867,127.6820690682311,Switch OFF
7868,122.21951915215709,No Change
7869,122.07503938785023,No Change
7870,118.32442051820541,Switch ON
7871,136.50346188590566,Switch OFF
7872,46.34127808094722,Switch ON
7873,53.87053531114634,Switch OFF
7874,49.140851066766594,No Change
7875,43.51429604523764,Switch ON
7876,47.966440119025094,Switch OFF
7877,37.9002066426759,Switch ON
7878,92.71026319965303,No Change
7879,96.99495321978613,Switch OFF
7880,40.76630346950054,Switch ON
7881,48.89467037517696,Switch OFF
7882,48.6915086743098,Switch ON
7883,53.80195106801641,Switch OFF
7884,38.77197961609144,Switch ON
7885,54.65068167890301,No Change
7886,54.958260665705005,No Change
7887,59.97477232021139,Switch OFF
7888,49.2628888804835,Switch ON
7889,118.89473418645207,No Change
7890,121.64190035791809,Switch OFF
7891,121.56569745201301,Switch ON
7892,128.70070082694832,Switch OFF
7893,124.56273513726185,No Change
7894,124.43923224761956,No Change
7895,121.12291158680841,No Change
7896,46.93869460984614,Switch ON
7897,55.62438351755374,Switch OFF
7898,39.92189453812858,Switch ON
7899,40.41315503464219,No Change
7900,46.78543558029145,Switch OFF
7901,39.096727478959096,Switch ON
7902,102.05371812580569,Switch OFF
7903,100.80588967967753,No Change
7904,45.921353551438926,No Change
7905,39.75909235376492,Switch ON
7906,48.27439452224009,No Change
7907,54.260988040626,Switch OFF
7908,45.99231495723325,Switch ON
7909,51.51090452875655,Switch OFF
7910,40.759675299015655,No Change
7911,35.791604904688825,Switch ON
7912,41.31166956282164,No Change
7913,116.60686829839153,No Change
7914,122.7650112365252,No Change
7915,122.92249177836253,No Change
7916,130.33377045820455,No Change
7917,130.94419707609805,Switch OFF
7918,127.3177912847637,No Change
7919,122.83837005255381,No Change
7920,42.88032670515159,Switch ON
7921,45.24217661285002,No Change
7922,55.30733494627174,Switch OFF
7923,46.89122059981003,No Change
7924,42.04138181354735,No Change
7925,41.32532247583701,Switch ON
7926,104.57179227962266,Switch OFF
7927,86.38046297066448,No Change
7928,44.06723277580488,No Change
7929,39.92534069674504,Switch ON
7930,48.46254877362962,Switch OFF
7931,42.76858258503108,Switch ON
7932,57.304373425432026,No Change
7933,84.94437949432334,Switch OFF
7934,67.84052893735367,Switch ON
7935,76.76433683587422,Switch OFF
7936,68.95921342147584,Switch ON
7937,127.39558027172427,Switch OFF
7938,119.18505090490933,No Change
7939,118.869867451969,Switch ON
7940,120.50251880161602,Switch OFF
7941,117.72232461617992,No Change
7942,113.15559932069715,Switch ON
7943,127.81605998913022,Switch OFF
7944,42.95052766374758,No Change
7945,36.694042514606366,Switch ON
7946,39.36500112837099,No Change
7947,46.80229794153648,No Change
7948,54.09962066641319,Switch OFF
7949,52.135148223546565,Switch ON
7950,112.92886029038976,Switch OFF
7951,98.83179869861138,No Change
7952,37.967489200075434,Switch ON
7953,47.64593010785992,Switch OFF
7954,42.28591019667736,Switch ON
7955,51.786961043824064,Switch OFF
7956,44.4730088122737,No Change
7957,42.55117538600568,No Change
7958,40.45060345552727,Switch ON
7959,44.26469020800526,No Change
7960,47.62925397015799,No Change
7961,119.39137601105416,No Change
7962,125.8413332895681,No Change
7963,126.87086745100534,No Change
7964,128.56908175909805,Switch OFF
7965,124.19859106187647,Switch ON
7966,133.64491890288465,Switch OFF
7967,126.24407542642717,No Change
7968,45.73986218136375,Switch ON
7969,49.92624490196552,Switch OFF
7970,46.943976120297634,No Change
7971,45.35830376174339,No Change
7972,44.8583377521772,Switch ON
7973,49.31402050528438,No Change
7974,109.03069762564408,Switch OFF
7975,95.44628350165422,No Change
7976,46.412952638309136,No Change
7977,39.332576040094565,Switch ON
7978,40.88267561985639,No Change
7979,53.37051685437342,Switch OFF
7980,42.499075928548514,Switch ON
7981,55.514844095928666,Switch OFF
7982,44.27630534911411,Switch ON
7983,46.02699043031238,No Change
7984,48.11070340779983,No Change
7985,129.16674045542538,Switch OFF
7986,129.15461332780924,No Change
7987,123.90415211980721,No Change
7988,119.81335030289162,Switch ON
7989,123.4357293683668,No Change
7990,130.53533982344902,Switch OFF
7991,117.82737584175138,No Change
7992,38.42159969281769,Switch ON
7993,45.855981172083105,Switch OFF
7994,41.2365905554906,Switch ON
7995,42.76011067607274,No Change
7996,48.94130820686115,Switch OFF
7997,39.23168823224628,Switch ON
7998,99.65989751513665,Switch OFF
7999,96.8146545442228,No Change
8000,38.97982642311352,Switch ON
8001,50.780603794117454,Switch OFF
8002,46.828584628977744,Switch ON
8003,52.03998355003898,Switch OFF
8004,40.62575270568546,Switch ON
8005,49.0584929899602,No Change
8006,49.60449796363626,Switch OFF
8007,37.11847940791658,No Change
8008,35.25191544750059,Switch ON
8009,126.04493999328989,Switch OFF
8010,120.92770824340354,No Change
8011,115.63049352060659,Switch ON
8012,116.53450586270529,Switch OFF
8013,115.53730897505815,Switch ON
8014,116.33109666991608,No Change
8015,122.22542775688561,Switch OFF
8016,39.6789721480293,Switch ON
8017,45.95728497865185,Switch OFF
8018,41.71460764519632,No Change
8019,34.59732113366377,No Change
8020,33.654009755627314,Switch ON
8021,46.014696862944916,No Change
8022,107.46259184263356,Switch OFF
8023,82.1281582108923,No Change
8024,35.529053992071894,Switch ON
8025,39.824950429946554,No Change
8026,45.6551362960121,Switch OFF
8027,38.27158896557268,No Change
8028,34.245023355856205,Switch ON
8029,34.65711410726553,No Change
8030,42.14169671590713,Switch OFF
8031,39.11051600854137,Switch ON
8032,57.55768804242451,No Change
8033,121.14019572189596,No Change
8034,139.69995222038463,Switch OFF
8035,124.13727417960226,Switch ON
8036,130.1988846893687,Switch OFF
8037,121.95631733079493,No Change
8038,119.59325441102736,Switch ON
8039,135.03922778950553,Switch OFF
8040,40.272280396693986,No Change
8041,34.9423479130241,Switch ON
8042,44.62882476059862,Switch OFF
8043,40.24748866415977,Switch ON
8044,40.64998947370047,No Change
8045,42.686954160988634,No Change
8046,99.08801764228534,No Change
8047,99.23633067357991,Switch OFF
8048,39.51595127793988,Switch ON
8049,57.920337719542665,Switch OFF
8050,51.28982438492206,No Change
8051,46.245767447501066,No Change
8052,36.43717154408431,Switch ON
8053,53.20257947048735,No Change
8054,57.20515404126274,Switch OFF
8055,55.70430936608048,Switch ON
8056,55.922387164953605,No Change
8057,129.39314731272074,No Change
8058,129.57890752126272,Switch OFF
8059,122.40957927157757,Switch ON
8060,127.03451848945926,No Change
8061,128.89054140871795,No Change
8062,128.92363317281595,Switch OFF
8063,123.82577916716178,No Change
