Datetime,Electricity_Usage,Switch_State
7724,79.89409867069494,Switch ON
7725,84.73362186682463,No Change
7726,89.72570421726364,Switch OFF
7727,88.57546187719741,No Change
7728,32.768722182716736,No Change
7729,31.030098035223045,Switch ON
7730,35.58676527983185,No Change
7731,40.61331445352837,Switch OFF
7732,18.304899955819806,Switch ON
7733,28.672380103315614,No Change
7734,30.754856563536247,No Change
7735,33.22216889891509,Switch OFF
7736,21.53863840471834,Switch ON
7737,24.924095778822974,No Change
7738,31.020411413238513,No Change
7739,34.34153218582467,Switch OFF
7740,28.188671159393213,No Change
7741,23.456620148629113,Switch ON
7742,28.737363032036207,No Change
7743,31.778518253618888,No Change
7744,33.24593091724117,No Change
7745,78.06743094455933,No Change
7746,81.2989932422329,No Change
7747,89.6542761350863,Switch OFF
7748,81.19914397954591,Switch ON
7749,90.6050406435705,Switch OFF
7750,90.17912546463576,No Change
7751,86.15644516664811,No Change
7752,36.9337330738547,No Change
7753,30.614881653670942,Switch ON
7754,33.28790312017146,Switch OFF
7755,28.7529574498706,Switch ON
7756,33.994879571060515,Switch OFF
7757,24.150206529348512,Switch ON
7758,24.289255839801488,No Change
7759,30.203019046218024,No Change
7760,53.54704451539166,No Change
7761,56.912617992833376,Switch OFF
7762,56.340872907118836,Switch ON
7763,64.44259204160029,Switch OFF
7764,58.990832713205684,No Change
7765,50.29323707674084,Switch ON
7766,71.05119628262457,Switch OFF
7767,62.130251729813004,Switch ON
7768,68.9405763751476,No Change
7769,81.76057646900911,No Change
7770,90.26108801248733,Switch OFF
7771,83.82877701484307,Switch ON
7772,87.42368685088465,Switch OFF
7773,85.82918222776108,Switch ON
7774,90.39937063548315,Switch OFF
7775,78.26775811753215,No Change
7776,33.07135897039812,No Change
7777,31.000759286116494,No Change
7778,29.30424910393236,Switch ON
7779,30.875946512182033,No Change
7780,36.819978384822875,Switch OFF
7781,20.065668471579833,Switch ON
7782,27.135704059170358,Switch OFF
7783,26.581639321104326,No Change
7784,23.85147542414873,Switch ON
7785,28.344499829985907,Switch OFF
7786,19.3995558959752,Switch ON
7787,22.370398957396166,No Change
7788,29.044886436554286,No Change
7789,29.755518474782345,Switch OFF
7790,27.248358856243367,Switch ON
7791,30.33560274399792,No Change
7792,30.783028405428958,No Change
7793,88.8762133074689,No Change
7794,91.16055350454909,Switch OFF
7795,88.860518125608,No Change
7796,85.96811467690681,No Change
7797,84.64801393776634,Switch ON
7798,89.43142081816119,Switch OFF
7799,80.28604833247215,No Change
7800,22.252155116439567,Switch ON
7801,32.392811641137,Switch OFF
7802,31.757745315659715,No Change
7803,26.142206241805752,Switch ON
7804,27.54324438916937,No Change
7805,35.97616189678014,Switch OFF
7806,29.306073528559708,Switch ON
7807,34.18770502438266,Switch OFF
7808,26.411308549354224,No Change
7809,23.028339776340356,No Change
7810,18.113871694230568,Switch ON
7811,27.45014075106279,No Change
7812,30.599167026137845,No Change
7813,36.4092345399113,Switch OFF
7814,27.250463539663734,Switch ON
7815,38.045378196588665,Switch OFF
7816,25.635881696742473,Switch ON
7817,85.1658046598153,Switch OFF
7818,78.30631056561134,Switch ON
7819,88.19331297647508,No Change
7820,92.19196963039562,No Change
7821,94.20314744206316,Switch OFF
7822,86.48432349423904,Switch ON
7823,90.19113842919178,Switch OFF
7824,28.81313181498109,No Change
7825,28.10985234718216,Switch ON
7826,29.086410408509675,No Change
7827,30.778093921555655,Switch OFF
7828,29.707353322773542,No Change
7829,24.128575079557354,Switch ON
7830,32.46311750409078,Switch OFF
7831,28.770596581569635,Switch ON
7832,29.912945822874,Switch OFF
7833,20.821849027240095,Switch ON
7834,24.761905325301715,No Change
7835,32.90611775263112,Switch OFF
7836,28.8050598879818,Switch ON
7837,39.39279299991489,Switch OFF
7838,33.76094287892141,No Change
7839,29.546192792002834,No Change
7840,27.6434934304745,Switch ON
7841,80.04749993181984,Switch OFF
7842,74.32397277139381,Switch ON
7843,82.59841116037828,No Change
7844,85.44957532474359,No Change
7845,94.93678140464962,Switch OFF
7846,84.78709468370373,Switch ON
7847,91.82098128424131,Switch OFF
7848,28.791725446477475,Switch ON
7849,34.01450326867005,Switch OFF
7850,18.748712758012275,Switch ON
7851,37.992000348140536,Switch OFF
7852,35.20929609242825,No Change
7853,32.3826709763796,No Change
7854,27.73952867034913,Switch ON
7855,37.2096345043865,Switch OFF
7856,25.831056191862572,Switch ON
7857,36.57620876850643,Switch OFF
7858,27.537965289443317,Switch ON
7859,38.12354179210437,Switch OFF
7860,31.483380412569307,Switch ON
7861,34.59509904935491,Switch OFF
7862,32.212170760476766,No Change
7863,20.32341623269175,Switch ON
7864,34.29779626737876,No Change
7865,83.933141635544,No Change
7866,83.99046372743865,Switch OFF
7867,80.61570295365553,Switch ON
7868,86.8996902975051,Switch OFF
7869,79.82945147631929,No Change
7870,79.72277674021049,Switch ON
7871,89.0615031667577,Switch OFF
7872,30.04269672929185,No Change
7873,25.839379426368772,Switch ON
7874,43.495067035681444,Switch OFF
7875,27.575695161253954,No Change
7876,27.011783375033758,Switch ON
7877,34.311093800317074,No Change
7878,36.975603557899895,No Change
7879,39.380307451576634,Switch OFF
7880,28.781177331938835,No Change
7881,26.960487196439544,Switch ON
7882,30.242838239729796,Switch OFF
7883,30.102376511022673,No Change
7884,29.322935315209385,Switch ON
7885,31.184686214125986,No Change
7886,39.25433571213671,Switch OFF
7887,29.00119871752114,No Change
7888,25.41871014360202,Switch ON
7889,98.67273552609767,Switch OFF
7890,72.06866500315178,Switch ON
7891,84.19975895069732,Switch OFF
7892,77.12494405653966,No Change
7893,74.36680256452806,Switch ON
7894,84.4761291292344,No Change
7895,89.34101039454058,Switch OFF
7896,33.994791104278946,No Change
7897,31.457754811615537,No Change
7898,22.838587638345658,Switch ON
7899,30.958429345192325,No Change
7900,33.46092430895634,Switch OFF
7901,32.27245595593569,Switch ON
7902,33.555979211891156,Switch OFF
7903,31.791172967803675,No Change
7904,25.480039533458307,Switch ON
7905,29.698801125801836,No Change
7906,40.39986624711669,Switch OFF
7907,24.218470479796746,Switch ON
7908,32.6538362901967,Switch OFF
7909,28.066981966145864,Switch ON
7910,37.02864135214469,Switch OFF
7911,30.40277442010046,No Change
7912,27.711635063166014,Switch ON
7913,84.23142388946323,Switch OFF
7914,81.07162991471999,No Change
7915,79.84051241101321,Switch ON
7916,89.75093554540747,No Change
7917,91.72321405572593,Switch OFF
7918,82.57469981015619,Switch ON
7919,85.93429374898608,Switch OFF
7920,33.980373504634166,No Change
7921,22.339361328101425,No Change
7922,14.921365997041876,Switch ON
7923,34.00660784930387,Switch OFF
7924,26.077830510267034,Switch ON
7925,27.408575883765998,No Change
7926,32.402282511282195,Switch OFF
7927,25.87061679018033,No Change
7928,21.206968383467853,Switch ON
7929,24.986923305087664,No Change
7930,32.90343855815997,No Change
7931,33.477665812808716,Switch OFF
7932,31.422206286932536,No Change
7933,25.443278678639,Switch ON
7934,29.509245231134752,No Change
7935,35.061490631187,No Change
7936,42.53647747221644,No Change
7937,90.37002320461461,Switch OFF
7938,81.28224358272308,No Change
7939,78.978017214876,Switch ON
7940,86.60373823888321,No Change
7941,87.75828976881635,Switch OFF
7942,80.14990473278309,Switch ON
7943,82.31231918525363,Switch OFF
7944,29.95408740255348,No Change
7945,25.348466681017463,Switch ON
7946,36.82832303172911,Switch OFF
7947,23.69460898926794,Switch ON
7948,32.249493409055134,No Change
7949,33.12638797571849,Switch OFF
7950,31.196995827144114,No Change
7951,29.734760065420048,No Change
7952,28.837102179352076,No Change
7953,26.190580013283377,Switch ON
7954,36.53255607191263,Switch OFF
7955,29.82532577911486,No Change
7956,25.92306159732524,No Change
7957,22.310198295089556,Switch ON
7958,39.434993557583425,Switch OFF
7959,30.331799297007223,No Change
7960,23.84020763991062,Switch ON
7961,87.13445586041892,No Change
7962,92.10179345338307,Switch OFF
7963,85.52048618252563,Switch ON
7964,88.95147981789593,Switch OFF
7965,78.97317730157602,Switch ON
7966,90.10295299918876,Switch OFF
7967,83.06920170097271,No Change
7968,25.391803224753993,Switch ON
7969,33.877853677588625,Switch OFF
7970,31.14322010337428,Switch ON
7971,41.467221172399256,Switch OFF
7972,33.85313109355937,No Change
7973,29.36847865334542,No Change
7974,23.276376730975976,Switch ON
7975,31.436691315040807,No Change
7976,32.85909549645305,Switch OFF
7977,26.897562380763663,Switch ON
7978,34.770470109418014,Switch OFF
7979,34.149654448012924,Switch ON
7980,38.088648449722,Switch OFF
7981,33.18949865076056,Switch ON
7982,35.12328947529132,Switch OFF
7983,29.912312103420383,No Change
7984,20.601043826472587,Switch ON
7985,84.72387337281847,No Change
7986,88.99388404341214,No Change
7987,89.96703885609871,No Change
7988,90.06972478867883,No Change
7989,94.28533467811583,Switch OFF
7990,83.81263708969627,No Change
7991,75.86647564397997,No Change
7992,26.18588636632243,Switch ON
7993,37.10715345272622,Switch OFF
7994,32.94652728643854,No Change
7995,23.3458599367558,Switch ON
7996,29.690855241085828,Switch OFF
7997,28.01264666467115,No Change
7998,27.495171534714455,Switch ON
7999,38.67091514538337,No Change
8000,48.97330804306188,No Change
8001,57.340340904751955,No Change
8002,59.95449516271835,No Change
8003,60.068034336949395,Switch OFF
8004,33.787126627112364,No Change
8005,30.567071203204733,No Change
8006,29.432073325274022,Switch ON
8007,32.61165239624442,Switch OFF
8008,29.46265823264659,Switch ON
8009,77.85506335293792,Switch OFF
8010,71.75052132782768,Switch ON
8011,85.78512063633933,Switch OFF
8012,76.90338825470349,Switch ON
8013,90.12107467131476,No Change
8014,93.16722716349466,Switch OFF
8015,83.10038586223017,No Change
8016,32.23716256067852,Switch ON
8017,33.567349835316136,No Change
8018,34.44543765813433,Switch OFF
8019,28.505472421866585,Switch ON
8020,28.64306252531007,No Change
8021,35.83545996669167,Switch OFF
8022,27.534084510768015,No Change
8023,17.535270551641922,Switch ON
8024,28.633044295500603,No Change
8025,30.34605543423761,Switch OFF
8026,27.532068666160285,Switch ON
8027,29.156950699335823,No Change
8028,29.825659501016833,No Change
8029,37.45984159206592,No Change
8030,37.64779549107026,Switch OFF
8031,35.8254660539489,Switch ON
8032,40.544661514530844,No Change
8033,82.68702952651503,No Change
8034,89.5243997247397,No Change
8035,92.3897898237361,Switch OFF
8036,88.57020531846894,No Change
8037,78.75686472921359,No Change
8038,77.53319620843493,No Change
8039,76.8998232971451,No Change
8040,37.45446522273015,No Change
8041,35.510851000314716,No Change
8042,34.59311014706808,No Change
8043,31.097853255698574,No Change
8044,23.812661765598317,Switch ON
8045,24.296880186977347,No Change
8046,34.02161722441265,No Change
8047,41.39678048404219,Switch OFF
8048,31.80348020646721,Switch ON
8049,38.04758198258925,Switch OFF
8050,29.510080859922397,Switch ON
8051,35.30456771904421,Switch OFF
8052,30.772271107014006,No Change
8053,21.251574694469326,Switch ON
8054,36.80512042664006,Switch OFF
8055,27.134979246827832,No Change
8056,21.538380239124532,Switch ON
8057,88.94387553151718,Switch OFF
8058,79.87590226673052,Switch ON
8059,94.98307318418188,Switch OFF
8060,85.29140453910316,Switch ON
8061,88.57410228355941,Switch OFF
8062,83.76547756660877,No Change
8063,83.3925691866677,No Change
