Datetime,Gas_Usage,Switch_State
7441,76.41673392885866,Switch OFF
7442,64.57341681830842,No Change
7443,64.14536052807897,Switch ON
7444,74.13963227985985,No Change
7445,109.58088617177422,No Change
7446,156.61994334748223,Switch OFF
7447,136.11121656808257,No Change
7448,88.96194633740757,Switch ON
7449,92.57932356291202,Switch OFF
7450,88.66499243382138,Switch ON
7451,92.49109146240734,Switch OFF
7452,63.26945698510936,Switch ON
7453,64.21762714357583,No Change
7454,70.71168647449525,Switch OFF
7455,69.64279848577681,No Change
7456,65.99386803799453,Switch ON
7457,179.650578099585,Switch OFF
7458,178.85590017049793,Switch ON
7459,179.78261323388557,Switch OFF
7460,178.1522005054538,No Change
7461,176.87676822857884,Switch ON
7462,181.72017197614574,Switch OFF
7463,170.03232394353037,No Change
7464,62.2069900808892,Switch ON
7465,69.18139472719565,Switch OFF
7466,64.39898671670363,Switch ON
7467,66.38595978390154,No Change
7468,69.37498108461119,No Change
7469,119.06773228453534,No Change
7470,144.9906747541467,Switch OFF
7471,144.8192766059119,No Change
7472,69.94303102202475,Switch ON
7473,71.84114517116637,Switch OFF
7474,70.62848473277975,Switch ON
7475,74.10403752128839,No Change
7476,75.6424234708466,No Change
7477,87.17628513046486,No Change
7478,88.70287349815904,Switch OFF
7479,80.8543026501865,Switch ON
7480,84.25575377949622,No Change
7481,168.1187304447351,No Change
7482,178.37153126466012,No Change
7483,186.6198711857494,Switch OFF
7484,185.61327236108863,No Change
7485,181.8536997700912,No Change
7486,175.3761689921842,Switch ON
7487,191.39922286353362,Switch OFF
7488,67.92696769707266,Switch ON
7489,71.20704359357435,Switch OFF
7490,63.41318251498627,Switch ON
7491,74.29371736947243,Switch OFF
7492,63.881304568312416,Switch ON
7493,121.41273688494005,No Change
7494,141.24625160663368,Switch OFF
7495,134.14351022447195,No Change
7496,83.35934453450994,No Change
7497,75.4207408549187,Switch ON
7498,87.03315778768258,No Change
7499,88.4716687588542,No Change
7500,90.99816213522658,No Change
7501,92.96352033149446,Switch OFF
7502,84.53842653561827,Switch ON
7503,89.40392071626997,Switch OFF
7504,81.89089360847547,Switch ON
7505,184.44459005056962,Switch OFF
7506,176.67545835602039,Switch ON
7507,188.00799969007045,Switch OFF
7508,178.37173084262895,Switch ON
7509,182.70274714215924,Switch OFF
7510,166.7925570263414,Switch ON
7511,178.2402589239584,Switch OFF
7512,64.40908980709713,No Change
7513,58.84163977302962,Switch ON
7514,69.2111040582679,Switch OFF
7515,67.57052166154728,No Change
7516,49.114670503985806,Switch ON
7517,113.62850801875422,No Change
7518,148.57098208596994,Switch OFF
7519,144.65471592512066,No Change
7520,63.799078970019956,Switch ON
7521,70.73841254707638,Switch OFF
7522,58.66449491898611,Switch ON
7523,66.09436771236909,No Change
7524,66.68281105241537,Switch OFF
7525,60.844304825185255,Switch ON
7526,61.064464132822025,No Change
7527,63.058397216561175,No Change
7528,74.41786520655538,No Change
7529,168.7931720152202,No Change
7530,178.0627135806351,No Change
7531,181.46004254515088,No Change
7532,181.91528505506085,Switch OFF
7533,180.09256148904518,No Change
7534,171.87513793140712,Switch ON
7535,178.70242277950615,Switch OFF
7536,61.94129206611625,No Change
7537,58.60345993753269,Switch ON
7538,66.45782785788928,Switch OFF
7539,57.821444350372005,Switch ON
7540,66.46646855077695,No Change
7541,119.76913000362525,No Change
7542,136.96455024603992,Switch OFF
7543,134.72018915105497,No Change
7544,62.41176147502959,Switch ON
7545,74.86839087067348,Switch OFF
7546,71.46857407361115,No Change
7547,68.29362461274056,Switch ON
7548,69.28166707809734,Switch OFF
7549,66.93410900089185,Switch ON
7550,71.06549996144975,Switch OFF
7551,60.143282510615,Switch ON
7552,67.12181210497994,No Change
7553,167.1837953880308,No Change
7554,176.39661574031527,No Change
7555,188.2954876787835,No Change
7556,188.41328323927826,Switch OFF
7557,180.1826839999088,Switch ON
7558,187.89594165940764,Switch OFF
7559,179.30768167861416,No Change
7560,62.78141016527931,No Change
7561,61.63249985428311,Switch ON
7562,62.25722590092796,No Change
7563,63.455984552148024,No Change
7564,65.77317348866048,No Change
7565,125.6751408628594,No Change
7566,139.27688494765613,Switch OFF
7567,137.89986620373202,No Change
7568,67.2460172558663,No Change
7569,59.94414088161471,Switch ON
7570,71.23443720207754,Switch OFF
7571,68.04533469413661,Switch ON
7572,72.11594576141798,No Change
7573,88.93594945838227,Switch OFF
7574,86.98385548013556,Switch ON
7575,89.56504739952891,Switch OFF
7576,86.79741673919744,Switch ON
7577,182.56765282599392,Switch OFF
7578,180.87348635016315,No Change
7579,170.13163753767972,Switch ON
7580,183.71956279833736,Switch OFF
7581,165.60382096361553,Switch ON
7582,172.4728326015606,No Change
7583,176.40188371814997,Switch OFF
7584,61.55038924737036,Switch ON
7585,68.78296312750568,Switch OFF
7586,64.79597532825453,Switch ON
7587,65.1388081821611,Switch OFF
7588,61.25010995273202,Switch ON
7589,114.74785025372245,No Change
7590,135.7976049840379,Switch OFF
7591,133.04352845261178,No Change
7592,60.270701683674346,Switch ON
7593,75.46197582993216,Switch OFF
7594,74.01083597671867,No Change
7595,67.7910619906817,Switch ON
7596,68.64912820157646,No Change
7597,71.56259179119628,Switch OFF
7598,66.14059369161313,Switch ON
7599,68.81328062038031,Switch OFF
7600,68.49935724135167,Switch ON
7601,179.38194703560862,Switch OFF
7602,176.73607352033935,Switch ON
7603,197.13647695315484,Switch OFF
7604,185.9598042483259,Switch ON
7605,187.44588350817997,Switch OFF
7606,183.96473085314193,No Change
7607,175.5129291098013,No Change
7608,61.176862437684015,Switch ON
7609,70.4969231804321,Switch OFF
7610,66.22152619156559,No Change
7611,61.55453610563845,Switch ON
7612,78.52991097194845,No Change
7613,119.06042503327281,No Change
7614,151.9403172743916,Switch OFF
7615,142.31504569685256,No Change
7616,89.50500986184403,No Change
7617,86.71039320810335,Switch ON
7618,92.4539248801465,Switch OFF
7619,90.43322671413425,No Change
7620,64.19345275359471,Switch ON
7621,66.44932984494969,Switch OFF
7622,66.00868511277835,No Change
7623,65.75182427111952,Switch ON
7624,67.55927324521907,No Change
7625,177.2855520004109,No Change
7626,178.15274954199464,No Change
7627,181.5900824976199,Switch OFF
7628,178.84061623780673,Switch ON
7629,180.06412849104944,No Change
7630,182.7024698351192,Switch OFF
7631,179.63165399582078,No Change
7632,69.50657868623328,No Change
7633,61.80720202791559,Switch ON
7634,64.2339908462942,No Change
7635,65.07850788886793,No Change
7636,70.90275016617832,No Change
7637,119.97743610803394,No Change
7638,145.60573639205484,No Change
7639,150.07912945023426,Switch OFF
7640,67.23493749046527,Switch ON
7641,67.49042394836823,Switch OFF
7642,61.331612453023524,Switch ON
7643,72.03010097835366,Switch OFF
7644,67.57531175329066,Switch ON
7645,87.18007023546559,Switch OFF
7646,80.55331069536328,Switch ON
7647,82.8252002165497,Switch OFF
7648,81.40418286936651,Switch ON
7649,169.99475049469908,No Change
7650,173.03215368955506,No Change
7651,182.05409451184747,Switch OFF
7652,175.13467234054502,Switch ON
7653,179.45355483402003,Switch OFF
7654,175.33577594775767,Switch ON
7655,187.47177252220246,Switch OFF
7656,60.96052171782311,Switch ON
7657,68.93806716717611,Switch OFF
7658,63.197557753244375,Switch ON
7659,80.53563109555293,Switch OFF
7660,68.83300912464341,Switch ON
7661,125.84454376256608,No Change
7662,136.904759311087,Switch OFF
7663,136.53770463833789,No Change
7664,63.204120362882364,Switch ON
7665,65.74038350034206,Switch OFF
7666,63.2423077454939,Switch ON
7667,65.20028197997141,No Change
7668,71.33121461580166,No Change
7669,90.85225915719846,Switch OFF
7670,86.18515316477195,No Change
7671,82.20043811575991,Switch ON
7672,84.34490168639036,No Change
7673,179.70093430690582,Switch OFF
7674,176.3162526886377,Switch ON
7675,181.8378277490148,Switch OFF
7676,164.2960924401182,Switch ON
7677,173.3815589146535,Switch OFF
7678,171.331570892238,Switch ON
7679,182.6342214050563,Switch OFF
7680,71.72600205023333,No Change
7681,62.720536604172274,Switch ON
7682,67.61486682295688,No Change
7683,72.66268147685027,Switch OFF
7684,54.98209935409862,Switch ON
7685,113.99159738763966,No Change
7686,143.8695025344649,No Change
7687,144.75071486133217,Switch OFF
7688,60.44885536073944,Switch ON
7689,64.52120816044324,Switch OFF
7690,55.57535944371685,Switch ON
7691,64.06382475361424,No Change
7692,68.9616309771622,Switch OFF
7693,63.80771958945513,No Change
7694,57.666508697094315,Switch ON
7695,66.35920730822853,No Change
7696,72.92735362853031,No Change
7697,172.58363744744443,No Change
7698,175.92438300847078,No Change
7699,177.69346478132906,No Change
7700,180.22882893266058,No Change
7701,187.72345436006032,Switch OFF
7702,175.21409227408682,Switch ON
7703,181.99866313234307,Switch OFF
7704,65.09973542708792,No Change
7705,64.450593805035,Switch ON
7706,76.04017210813831,Switch OFF
7707,65.81580454851698,Switch ON
7708,71.82876377952653,No Change
7709,119.65028312974425,No Change
7710,144.97679839166025,Switch OFF
7711,131.1122944449557,No Change
7712,67.8609696650886,Switch ON
7713,73.41078858473762,No Change
7714,76.46301254747048,Switch OFF
7715,64.12529710366346,Switch ON
7716,66.31717634867432,No Change
7717,73.74244839763975,Switch OFF
7718,69.957589789892,No Change
7719,61.00219391519051,Switch ON
7720,64.36075154202723,No Change
7721,163.45424106082606,No Change
7722,176.29697768165394,No Change
7723,186.71943444799325,No Change
7724,186.94469548330778,Switch OFF
7725,184.16370457536013,Switch ON
7726,187.7435251286098,Switch OFF
7727,182.68394501768967,No Change
7728,67.03139676565179,No Change
7729,65.11060887522225,Switch ON
7730,72.15757700862557,Switch OFF
7731,67.2773716626196,No Change
7732,61.968701463678684,Switch ON
7733,116.1748069022457,No Change
7734,136.20577577154347,No Change
7735,144.47381117974993,Switch OFF
7736,73.51557783876221,No Change
7737,72.7078502544361,Switch ON
7738,75.98414482002968,No Change
7739,77.33579004392628,No Change
7740,78.29778910479078,No Change
7741,96.23693047106805,Switch OFF
7742,91.92386947513981,Switch ON
7743,95.47131678514006,Switch OFF
7744,88.71304241103545,Switch ON
7745,181.8807230577024,No Change
7746,184.65317825649186,Switch OFF
7747,170.74638953537578,Switch ON
7748,178.649858717902,Switch OFF
7749,170.23363012255135,No Change
7750,170.01857020811784,Switch ON
7751,180.14324376211457,Switch OFF
7752,55.54933423384004,Switch ON
7753,61.728169850810545,Switch OFF
7754,51.88619651185783,Switch ON
7755,58.817544711266976,No Change
7756,72.00440189131965,No Change
7757,115.47986750411123,No Change
7758,138.7493774251179,No Change
7759,139.6198846549616,Switch OFF
7760,56.64600888512048,Switch ON
7761,82.55043631655582,Switch OFF
7762,73.25892340118881,Switch ON
7763,73.70007312917767,Switch OFF
7764,71.68240375333377,Switch ON
7765,73.86683696880272,Switch OFF
7766,67.85994345913609,Switch ON
7767,74.14096183740435,Switch OFF
7768,68.45043449984752,Switch ON
7769,179.35011298769464,No Change
7770,184.3084360504833,No Change
7771,189.49493963847425,Switch OFF
7772,180.6343642179097,Switch ON
7773,189.0073891063418,Switch OFF
7774,188.46737106418806,No Change
7775,175.50096079889022,No Change
7776,59.91788140664056,Switch ON
7777,68.21993048413516,Switch OFF
7778,59.72658794483368,Switch ON
7779,63.942012505151276,No Change
7780,75.69725115738143,No Change
7781,121.63501843336122,No Change
7782,154.20916214946357,Switch OFF
7783,144.290278401214,No Change
7784,93.37106713080274,No Change
7785,87.75781293107173,Switch ON
7786,98.94577894148499,Switch OFF
7787,87.47149750409906,No Change
7788,59.31376493165014,Switch ON
7789,63.115706686765805,No Change
7790,72.10948313586135,Switch OFF
7791,69.04591810253656,No Change
7792,64.45918371072716,Switch ON
7793,175.0966265819573,No Change
7794,175.93962666484896,Switch OFF
7795,175.54383393672663,Switch ON
7796,177.3680175309173,Switch OFF
7797,176.68300913977936,No Change
7798,173.81650157277247,Switch ON
7799,186.2934187465318,Switch OFF
7800,69.70173045497596,No Change
7801,64.31156809715867,No Change
7802,64.10447470156686,Switch ON
7803,69.55098664388973,No Change
7804,73.81295939163607,No Change
7805,114.59308517494534,No Change
7806,144.91094437265997,Switch OFF
7807,144.0675709537851,No Change
7808,70.56883041367651,Switch ON
7809,70.92113635384523,Switch OFF
7810,69.11191183063038,Switch ON
7811,69.70844801204507,No Change
7812,72.08924779327427,No Change
7813,85.7161415857263,Switch OFF
7814,84.28211305204957,No Change
7815,80.89301506176449,Switch ON
7816,82.84441681169271,No Change
7817,173.96447778260494,No Change
7818,183.39646749544903,No Change
7819,186.50481260294524,Switch OFF
7820,178.86664278336207,No Change
7821,175.69028113554253,Switch ON
7822,177.249559319073,No Change
7823,182.65482561444367,Switch OFF
7824,62.6932161408792,Switch ON
7825,65.76493546653647,Switch OFF
7826,65.46627452895098,Switch ON
7827,81.44887428048149,Switch OFF
7828,71.76204062902357,Switch ON
7829,124.50359618264969,No Change
7830,147.06388271704105,Switch OFF
7831,130.59002558709065,No Change
7832,60.741793709973805,No Change
7833,51.77141053881085,Switch ON
7834,63.39586142603174,Switch OFF
7835,62.068499938809076,Switch ON
7836,68.22878884430057,No Change
7837,83.07252992149824,Switch OFF
7838,71.39494237589378,Switch ON
7839,83.73062600221,Switch OFF
7840,77.12269227842427,Switch ON
7841,182.2582407076585,Switch OFF
7842,180.19404688273676,Switch ON
7843,182.11687919794994,Switch OFF
7844,173.6892797502088,Switch ON
7845,182.59779538305548,Switch OFF
7846,172.41584094458892,Switch ON
7847,189.6126375892259,Switch OFF
7848,70.74899571933379,No Change
7849,65.37298185277365,Switch ON
7850,68.85914934078187,No Change
7851,75.17808172380013,Switch OFF
7852,50.138610378975415,Switch ON
7853,116.48667801939938,No Change
7854,148.4274280003586,Switch OFF
7855,143.25799335913925,No Change
7856,62.36075867846417,Switch ON
7857,67.9394391573874,Switch OFF
7858,58.4013056148293,Switch ON
7859,59.121680503783324,No Change
7860,68.34987383872743,No Change
7861,69.40463579640993,Switch OFF
7862,66.77078487663688,No Change
7863,62.09509026327393,Switch ON
7864,76.32164907745558,No Change
7865,174.6760813331385,No Change
7866,177.58450072113368,No Change
7867,178.4579161040461,Switch OFF
7868,175.00212175615601,Switch ON
7869,182.2620362516945,Switch OFF
7870,178.92192747891565,Switch ON
7871,183.3036361294907,Switch OFF
7872,64.5042718491687,No Change
7873,60.89029946546114,Switch ON
7874,62.524230807533264,Switch OFF
7875,52.201094948757046,Switch ON
7876,69.30661583383429,No Change
7877,112.69417392269291,No Change
7878,138.86331530929522,Switch OFF
7879,135.34138256626903,No Change
7880,59.0520019570357,Switch ON
7881,70.1160564720505,No Change
7882,74.22859129327293,Switch OFF
7883,61.85688082933536,Switch ON
7884,69.76626772372097,Switch OFF
7885,68.33048415194739,Switch ON
7886,70.2597528571977,Switch OFF
7887,59.931160541599105,Switch ON
7888,68.55972897231987,No Change
7889,164.38453379665046,No Change
7890,164.7389659690647,No Change
7891,180.3767309811667,No Change
7892,181.33986647265147,No Change
7893,183.30742588386556,Switch OFF
7894,176.91043178919,Switch ON
7895,179.88872206533472,Switch OFF
7896,78.88664956551436,No Change
7897,65.85122467187844,No Change
7898,63.373050427802205,Switch ON
7899,64.39959179818335,Switch OFF
7900,59.69735330253201,Switch ON
7901,125.00172186998913,No Change
7902,138.83432283288897,Switch OFF
7903,137.96831556021237,No Change
7904,72.38496749170265,No Change
7905,62.05623328747426,Switch ON
7906,62.228665704340244,No Change
7907,64.4075269280618,No Change
7908,65.2143118821814,No Change
7909,83.44050315746308,No Change
7910,88.0279129375943,No Change
7911,90.49966168146831,Switch OFF
7912,78.10788113933015,Switch ON
7913,173.62742059037188,No Change
7914,177.7152885717573,Switch OFF
7915,171.0403199239619,Switch ON
7916,179.91609067473993,Switch OFF
7917,170.70004612342996,Switch ON
7918,171.8582399311729,No Change
7919,181.4627699515289,Switch OFF
7920,59.45123000590715,No Change
7921,54.23125133938353,Switch ON
7922,55.001777707267976,Switch OFF
7923,49.99370272398899,Switch ON
7924,57.56387946982569,No Change
7925,110.7692117745529,No Change
7926,134.67777623937707,No Change
7927,138.5376870899368,Switch OFF
7928,58.55987768526337,Switch ON
7929,79.6310847479625,Switch OFF
7930,75.80211504629789,No Change
7931,66.54109764573049,Switch ON
7932,67.89736433756391,Switch OFF
7933,67.18249066511548,No Change
7934,63.878677061268135,Switch ON
7935,68.75853193418251,Switch OFF
7936,67.77411530012598,Switch ON
7937,183.98904458631296,No Change
7938,190.9281030117753,No Change
7939,192.98195366691107,Switch OFF
7940,182.29273470045217,Switch ON
7941,188.19888659153514,No Change
7942,188.3321272935641,Switch OFF
7943,178.1499124468029,No Change
7944,66.56401123814229,Switch ON
7945,69.65513124323658,Switch OFF
7946,58.369004509906276,Switch ON
7947,62.86115958707581,No Change
7948,71.99381030769023,No Change
7949,123.82790215361486,No Change
7950,158.37173841152847,Switch OFF
7951,149.0735431899738,No Change
7952,89.15471691263772,No Change
7953,84.55998835417248,Switch ON
7954,85.94787803990293,No Change
7955,86.41845844014236,Switch OFF
7956,66.10469414920435,No Change
7957,61.85987474723033,Switch ON
7958,63.31842200278656,No Change
7959,66.66325566598661,No Change
7960,67.75747840455594,No Change
7961,182.078227535013,No Change
7962,186.95604903301745,Switch OFF
7963,183.88729755506228,No Change
7964,181.43998520399447,No Change
7965,175.3560823279976,Switch ON
7966,176.34243120042785,Switch OFF
7967,175.7775644412277,No Change
7968,67.76215808584752,Switch ON
7969,68.38363852911793,Switch OFF
7970,63.28710093097971,Switch ON
7971,74.65816619824139,Switch OFF
7972,69.83107982775564,Switch ON
7973,118.85245958573854,No Change
7974,149.79023893892023,Switch OFF
7975,145.5820467916897,No Change
7976,69.67559498203181,Switch ON
7977,70.72435977918812,Switch OFF
7978,66.43392107557183,Switch ON
7979,71.75516117513763,Switch OFF
7980,70.00857301197163,Switch ON
7981,82.17390203966625,No Change
7982,86.96320439308198,Switch OFF
7983,81.81353961223975,Switch ON
7984,87.66272555316411,No Change
7985,171.8473225297896,No Change
7986,178.49424577942847,No Change
7987,183.25235184215995,No Change
7988,185.39491752907296,Switch OFF
7989,175.2454341329741,No Change
7990,172.73988273798372,Switch ON
7991,182.4626878586269,Switch OFF
7992,63.815975668349125,Switch ON
7993,67.90514796306434,Switch OFF
7994,65.91429167960163,Switch ON
7995,77.85242609784206,Switch OFF
7996,67.51189533620386,Switch ON
7997,123.24804351379795,No Change
7998,138.69642923940216,Switch OFF
7999,130.70986827438523,No Change
8000,59.77977880840153,Switch ON
8001,60.09622271752519,No Change
8002,61.829682619305444,No Change
8003,66.90402626352878,No Change
8004,71.3128785466536,No Change
8005,74.14062501146088,Switch OFF
8006,66.09386510957802,Switch ON
8007,70.25201761473443,Switch OFF
8008,61.31558077021135,Switch ON
8009,184.60317484277914,Switch OFF
8010,179.8697649792516,Switch ON
8011,183.18470699057332,Switch OFF
8012,171.33950505698482,Switch ON
8013,180.40598685660535,Switch OFF
8014,170.45277659176367,Switch ON
8015,180.60569240957778,Switch OFF
8016,68.3991637581441,No Change
8017,66.540516066762,No Change
8018,60.33824871608177,Switch ON
8019,67.49916102845039,Switch OFF
8020,52.17846239347375,Switch ON
8021,111.47863964718653,No Change
8022,145.01154546460023,Switch OFF
8023,140.99042361326966,No Change
8024,65.73256419126494,Switch ON
8025,76.27174910590807,Switch OFF
8026,55.076323001974515,Switch ON
8027,66.13612173249203,No Change
8028,71.17711784212062,Switch OFF
8029,65.89414219693742,No Change
8030,64.30569997076135,No Change
8031,58.13005860669695,Switch ON
8032,80.58643786039713,No Change
8033,174.25563795121437,No Change
8034,182.58227568297553,No Change
8035,186.8951696580238,Switch OFF
8036,180.6988365693257,Switch ON
8037,182.0014984764934,Switch OFF
8038,179.12144754090025,No Change
8039,178.21398500322726,No Change
8040,63.18939324597223,Switch ON
8041,63.674631378529725,No Change
8042,67.93861606509248,Switch OFF
8043,64.85361184534867,No Change
8044,63.0795497211979,Switch ON
8045,120.43557961220333,No Change
8046,138.1060063789541,Switch OFF
8047,136.46604809516012,No Change
8048,69.44309168790275,Switch ON
8049,72.39134959866007,No Change
8050,73.82432048348134,Switch OFF
8051,61.620195687033295,Switch ON
8052,66.76680819476842,No Change
8053,69.95226377824804,Switch OFF
8054,68.05104771192772,No Change
8055,63.671791972046115,Switch ON
8056,65.78295630890531,No Change
8057,164.78106157808406,No Change
8058,177.13567780576832,No Change
8059,180.29529574849465,No Change
8060,185.85267701430274,Switch OFF
8061,183.17430202628753,No Change
8062,181.96930288761814,No Change
8063,175.84007328036196,No Change
